iid,id,gender,condtn,wave,order,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field_cd,race,imprace,imprelig,goal,date,go_out,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1
261,10,0,2,11,21,285,0,0.08,0,24,6,20.00,20.00,25.00,25.00,5.00,5.00,1,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2,26,10.00,4,1,4,1,7,2,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,3,15.00,20.00,20.00,20.00,15.00,10.00,5,8,7,7,8
261,10,0,2,11,11,286,0,0.22,0,22,2,10.00,15.00,25.00,15.00,15.00,20.00,1,6.00,,8.00,,,9.00,7.00,5.00,2,26,10.00,4,1,4,1,7,2,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,3,15.00,20.00,20.00,20.00,15.00,10.00,5,8,7,7,8
261,10,0,2,11,12,287,0,0.10,1,22,4,35.00,40.00,5.00,5.00,7.00,8.00,0,4.00,6.00,5.00,4.00,5.00,7.00,4.00,5.00,2,26,10.00,4,1,4,1,7,2,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,3,15.00,20.00,20.00,20.00,15.00,10.00,5,8,7,7,8
261,10,0,2,11,13,288,0,0.59,0,27,2,20.00,20.00,15.00,25.00,10.00,10.00,0,4.00,6.00,6.00,5.00,6.00,5.00,5.00,3.00,2,26,10.00,4,1,4,1,7,2,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,3,15.00,20.00,20.00,20.00,15.00,10.00,5,8,7,7,8
261,10,0,2,11,14,289,0,0.17,1,28,4,20.00,30.00,10.00,20.00,0.00,20.00,0,4.00,2.00,6.00,2.00,7.00,2.00,3.00,1.00,2,26,10.00,4,1,4,1,7,2,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,3,15.00,20.00,20.00,20.00,15.00,10.00,5,8,7,7,8
261,10,0,2,11,1,290,0,0.51,0,34,2,30.00,10.00,30.00,10.00,5.00,15.00,0,5.00,7.00,8.00,6.00,7.00,3.00,4.00,3.00,2,26,10.00,4,1,4,1,7,2,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,3,15.00,20.00,20.00,20.00,15.00,10.00,5,8,7,7,8
261,10,0,2,11,15,291,1,0.30,1,27,4,20.00,20.00,15.00,15.00,12.00,18.00,1,6.00,7.00,8.00,7.00,6.00,6.00,6.00,6.00,1,26,10.00,4,1,4,1,7,2,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,3,15.00,20.00,20.00,20.00,15.00,10.00,5,8,7,7,8
261,10,0,2,11,4,292,0,0.28,0,28,1,20.00,18.00,20.00,17.00,10.00,15.00,0,5.00,9.00,7.00,4.00,6.00,4.00,5.00,4.00,2,26,10.00,4,1,4,1,7,2,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,3,15.00,20.00,20.00,20.00,15.00,10.00,5,8,7,7,8
261,10,0,2,11,20,293,0,0.69,0,28,3,23.00,18.00,21.00,18.00,10.00,10.00,0,5.00,6.00,7.00,6.00,5.00,5.00,5.00,5.00,2,26,10.00,4,1,4,1,7,2,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,3,15.00,20.00,20.00,20.00,15.00,10.00,5,8,7,7,8
262,11,0,2,11,9,273,0,0.19,1,29,2,30.00,25.00,18.00,18.00,4.00,5.00,0,2.00,8.00,9.00,9.00,8.00,5.00,8.00,4.00,1,29,3.00,2,1,10,6,6,3,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,1,10.00,40.00,20.00,20.00,0.00,10.00,6,10,5,9,3
262,11,0,2,11,11,274,0,0.09,0,24,3,30.00,10.00,20.00,20.00,10.00,10.00,0,4.00,6.00,7.00,6.00,2.00,5.00,5.00,7.00,2,29,3.00,2,1,10,6,6,3,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,1,10.00,40.00,20.00,20.00,0.00,10.00,6,10,5,9,3
262,11,0,2,11,3,275,0,0.20,1,21,2,25.00,10.00,25.00,5.00,10.00,25.00,1,4.00,7.00,8.00,5.00,8.00,7.00,5.00,7.00,2,29,3.00,2,1,10,6,6,3,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,1,10.00,40.00,20.00,20.00,0.00,10.00,6,10,5,9,3
262,11,0,2,11,16,276,0,0.39,1,26,2,24.00,16.00,28.00,14.00,8.00,10.00,0,5.00,6.00,7.00,3.00,6.00,6.00,6.00,3.00,2,29,3.00,2,1,10,6,6,3,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,1,10.00,40.00,20.00,20.00,0.00,10.00,6,10,5,9,3
262,11,0,2,11,17,277,0,0.58,1,25,2,60.00,20.00,0.00,20.00,0.00,0.00,0,5.00,5.00,5.00,5.00,,,5.00,1.00,2,29,3.00,2,1,10,6,6,3,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,1,10.00,40.00,20.00,20.00,0.00,10.00,6,10,5,9,3
262,11,0,2,11,10,278,0,0.14,1,32,2,25.00,15.00,20.00,25.00,10.00,5.00,1,5.00,5.00,6.00,7.00,7.00,2.00,6.00,5.00,2,29,3.00,2,1,10,6,6,3,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,1,10.00,40.00,20.00,20.00,0.00,10.00,6,10,5,9,3
262,11,0,2,11,12,279,0,0.44,1,25,2,27.00,15.00,28.00,10.00,10.00,10.00,0,6.00,8.00,9.00,3.00,7.00,4.00,5.00,3.00,2,29,3.00,2,1,10,6,6,3,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,1,10.00,40.00,20.00,20.00,0.00,10.00,6,10,5,9,3
262,11,0,2,11,2,280,0,0.42,1,25,2,25.00,20.00,30.00,15.00,5.00,5.00,0,3.00,7.00,7.00,5.00,7.00,4.00,4.00,5.00,2,29,3.00,2,1,10,6,6,3,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,1,10.00,40.00,20.00,20.00,0.00,10.00,6,10,5,9,3
262,11,0,2,11,21,281,0,0.34,1,27,2,20.00,20.00,20.00,15.00,5.00,20.00,1,6.00,7.00,7.00,5.00,3.00,4.00,8.00,4.00,2,29,3.00,2,1,10,6,6,3,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,1,10.00,40.00,20.00,20.00,0.00,10.00,6,10,5,9,3
262,11,0,2,11,20,282,0,0.47,0,23,1,25.00,15.00,20.00,20.00,10.00,10.00,1,7.00,7.00,7.00,7.00,7.00,7.00,7.00,5.00,2,29,3.00,2,1,10,6,6,3,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,1,10.00,40.00,20.00,20.00,0.00,10.00,6,10,5,9,3
262,11,0,2,11,19,283,0,0.53,0,27,4,50.00,10.00,10.00,10.00,10.00,10.00,1,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,2,29,3.00,2,1,10,6,6,3,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,1,10.00,40.00,20.00,20.00,0.00,10.00,6,10,5,9,3
262,11,0,2,11,1,284,0,0.32,1,27,2,25.00,20.00,25.00,20.00,10.00,0.00,0,5.00,9.00,,6.00,,,7.00,2.00,2,29,3.00,2,1,10,6,6,3,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,1,10.00,40.00,20.00,20.00,0.00,10.00,6,10,5,9,3
262,11,0,2,11,14,285,0,-0.09,0,24,6,20.00,20.00,25.00,25.00,5.00,5.00,1,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,2,29,3.00,2,1,10,6,6,3,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,1,10.00,40.00,20.00,20.00,0.00,10.00,6,10,5,9,3
262,11,0,2,11,4,286,0,-0.06,1,22,2,10.00,15.00,25.00,15.00,15.00,20.00,0,7.00,,9.00,7.00,,,4.00,3.00,2,29,3.00,2,1,10,6,6,3,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,1,10.00,40.00,20.00,20.00,0.00,10.00,6,10,5,9,3
262,11,0,2,11,5,287,0,-0.09,0,22,4,35.00,40.00,5.00,5.00,7.00,8.00,1,6.00,8.00,6.00,6.00,5.00,6.00,6.00,7.00,2,29,3.00,2,1,10,6,6,3,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,1,10.00,40.00,20.00,20.00,0.00,10.00,6,10,5,9,3
262,11,0,2,11,6,288,0,0.60,1,27,2,20.00,20.00,15.00,25.00,10.00,10.00,0,4.00,7.00,7.00,6.00,5.00,5.00,6.00,4.00,2,29,3.00,2,1,10,6,6,3,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,1,10.00,40.00,20.00,20.00,0.00,10.00,6,10,5,9,3
262,11,0,2,11,7,289,0,0.50,0,28,4,20.00,30.00,10.00,20.00,0.00,20.00,1,6.00,9.00,9.00,7.00,6.00,8.00,8.00,7.00,2,29,3.00,2,1,10,6,6,3,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,1,10.00,40.00,20.00,20.00,0.00,10.00,6,10,5,9,3
262,11,0,2,11,15,290,0,0.60,1,34,2,30.00,10.00,30.00,10.00,5.00,15.00,0,3.00,5.00,6.00,5.00,6.00,3.00,3.00,3.00,2,29,3.00,2,1,10,6,6,3,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,1,10.00,40.00,20.00,20.00,0.00,10.00,6,10,5,9,3
262,11,0,2,11,8,291,0,0.62,0,27,4,20.00,20.00,15.00,15.00,12.00,18.00,1,5.00,10.00,9.00,7.00,6.00,6.00,5.00,7.00,2,29,3.00,2,1,10,6,6,3,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,1,10.00,40.00,20.00,20.00,0.00,10.00,6,10,5,9,3
262,11,0,2,11,18,292,0,0.48,0,28,1,20.00,18.00,20.00,17.00,10.00,15.00,0,10.00,10.00,10.00,4.00,5.00,4.00,5.00,5.00,2,29,3.00,2,1,10,6,6,3,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,1,10.00,40.00,20.00,20.00,0.00,10.00,6,10,5,9,3
262,11,0,2,11,13,293,0,0.31,0,28,3,23.00,18.00,21.00,18.00,10.00,10.00,0,3.00,8.00,7.00,4.00,4.00,3.00,3.00,4.00,2,29,3.00,2,1,10,6,6,3,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,1,10.00,40.00,20.00,20.00,0.00,10.00,6,10,5,9,3
263,12,0,2,11,6,273,0,0.39,0,29,2,30.00,25.00,18.00,18.00,4.00,5.00,0,2.00,8.00,8.00,9.00,7.00,4.00,8.00,5.00,2,26,3.00,1,9,10,1,6,2,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,1,20.00,20.00,20.00,10.00,20.00,10.00,8,8,8,8,5
263,12,0,2,11,8,274,1,0.72,0,24,3,30.00,10.00,20.00,20.00,10.00,10.00,1,7.00,8.00,9.00,9.00,8.00,9.00,7.00,6.00,2,26,3.00,1,9,10,1,6,2,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,1,20.00,20.00,20.00,10.00,20.00,10.00,8,8,8,8,5
263,12,0,2,11,21,275,0,0.23,0,21,2,25.00,10.00,25.00,5.00,10.00,25.00,1,6.00,6.00,7.00,5.00,7.00,7.00,7.00,6.00,2,26,3.00,1,9,10,1,6,2,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,1,20.00,20.00,20.00,10.00,20.00,10.00,8,8,8,8,5
263,12,0,2,11,13,276,0,0.20,0,26,2,24.00,16.00,28.00,14.00,8.00,10.00,1,8.00,5.00,7.00,8.00,7.00,8.00,8.00,6.00,2,26,3.00,1,9,10,1,6,2,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,1,20.00,20.00,20.00,10.00,20.00,10.00,8,8,8,8,5
263,12,0,2,11,14,277,0,-0.08,0,25,2,60.00,20.00,0.00,20.00,0.00,0.00,0,6.00,8.00,7.00,8.00,,3.00,8.00,1.00,2,26,3.00,1,9,10,1,6,2,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,1,20.00,20.00,20.00,10.00,20.00,10.00,8,8,8,8,5
263,12,0,2,11,7,278,0,0.57,0,32,2,25.00,15.00,20.00,25.00,10.00,5.00,1,8.00,8.00,8.00,8.00,8.00,2.00,8.00,6.00,2,26,3.00,1,9,10,1,6,2,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,1,20.00,20.00,20.00,10.00,20.00,10.00,8,8,8,8,5
263,12,0,2,11,9,279,0,-0.07,0,25,2,27.00,15.00,28.00,10.00,10.00,10.00,0,8.00,8.00,8.00,9.00,6.00,4.00,8.00,4.00,2,26,3.00,1,9,10,1,6,2,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,1,20.00,20.00,20.00,10.00,20.00,10.00,8,8,8,8,5
263,12,0,2,11,20,280,0,0.42,0,25,2,25.00,20.00,30.00,15.00,5.00,5.00,1,6.00,7.00,8.00,8.00,7.00,5.00,7.00,3.00,2,26,3.00,1,9,10,1,6,2,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,1,20.00,20.00,20.00,10.00,20.00,10.00,8,8,8,8,5
263,12,0,2,11,18,281,0,0.64,0,27,2,20.00,20.00,20.00,15.00,5.00,20.00,1,6.00,7.00,9.00,7.00,8.00,6.00,8.00,6.00,2,26,3.00,1,9,10,1,6,2,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,1,20.00,20.00,20.00,10.00,20.00,10.00,8,8,8,8,5
263,12,0,2,11,17,282,1,-0.44,1,23,1,25.00,15.00,20.00,20.00,10.00,10.00,1,8.00,8.00,8.00,8.00,8.00,8.00,8.00,6.00,2,26,3.00,1,9,10,1,6,2,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,1,20.00,20.00,20.00,10.00,20.00,10.00,8,8,8,8,5
263,12,0,2,11,16,283,0,-0.27,0,27,4,50.00,10.00,10.00,10.00,10.00,10.00,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2,26,3.00,1,9,10,1,6,2,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,1,20.00,20.00,20.00,10.00,20.00,10.00,8,8,8,8,5
263,12,0,2,11,19,284,0,0.68,0,27,2,25.00,20.00,25.00,20.00,10.00,0.00,0,6.00,6.00,,6.00,,,7.00,4.00,2,26,3.00,1,9,10,1,6,2,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,1,20.00,20.00,20.00,10.00,20.00,10.00,8,8,8,8,5
263,12,0,2,11,11,285,0,0.24,0,24,6,20.00,20.00,25.00,25.00,5.00,5.00,1,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2,26,3.00,1,9,10,1,6,2,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,1,20.00,20.00,20.00,10.00,20.00,10.00,8,8,8,8,5
263,12,0,2,11,1,286,0,0.26,0,22,2,10.00,15.00,25.00,15.00,15.00,20.00,1,8.00,7.00,8.00,7.00,5.00,8.00,5.00,5.00,2,26,3.00,1,9,10,1,6,2,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,1,20.00,20.00,20.00,10.00,20.00,10.00,8,8,8,8,5
263,12,0,2,11,2,287,0,0.57,0,22,4,35.00,40.00,5.00,5.00,7.00,8.00,0,4.00,8.00,8.00,8.00,6.00,,6.00,7.00,2,26,3.00,1,9,10,1,6,2,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,1,20.00,20.00,20.00,10.00,20.00,10.00,8,8,8,8,5
263,12,0,2,11,3,288,1,0.18,0,27,2,20.00,20.00,15.00,25.00,10.00,10.00,1,6.00,5.00,7.00,7.00,6.00,7.00,7.00,4.00,2,26,3.00,1,9,10,1,6,2,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,1,20.00,20.00,20.00,10.00,20.00,10.00,8,8,8,8,5
263,12,0,2,11,4,289,1,0.18,0,28,4,20.00,30.00,10.00,20.00,0.00,20.00,1,7.00,9.00,8.00,8.00,5.00,7.00,8.00,6.00,2,26,3.00,1,9,10,1,6,2,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,1,20.00,20.00,20.00,10.00,20.00,10.00,8,8,8,8,5
263,12,0,2,11,12,290,1,0.31,0,34,2,30.00,10.00,30.00,10.00,5.00,15.00,1,5.00,7.00,8.00,7.00,7.00,8.00,7.00,5.00,2,26,3.00,1,9,10,1,6,2,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,1,20.00,20.00,20.00,10.00,20.00,10.00,8,8,8,8,5
263,12,0,2,11,5,291,0,-0.20,0,27,4,20.00,20.00,15.00,15.00,12.00,18.00,1,5.00,10.00,8.00,8.00,6.00,6.00,6.00,6.00,2,26,3.00,1,9,10,1,6,2,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,1,20.00,20.00,20.00,10.00,20.00,10.00,8,8,8,8,5
263,12,0,2,11,15,292,1,-0.20,1,28,1,20.00,18.00,20.00,17.00,10.00,15.00,1,6.00,10.00,10.00,8.00,7.00,6.00,7.00,7.00,2,26,3.00,1,9,10,1,6,2,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,1,20.00,20.00,20.00,10.00,20.00,10.00,8,8,8,8,5
263,12,0,2,11,10,293,0,0.22,0,28,3,23.00,18.00,21.00,18.00,10.00,10.00,0,4.00,8.00,8.00,8.00,7.00,5.00,6.00,6.00,2,26,3.00,1,9,10,1,6,2,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,1,20.00,20.00,20.00,10.00,20.00,10.00,8,8,8,8,5
264,13,0,2,11,7,273,0,0.32,1,29,2,30.00,25.00,18.00,18.00,4.00,5.00,0,5.00,6.00,5.00,5.00,7.00,3.00,4.00,1.00,2,26,6.00,2,1,3,1,6,2,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,3,15.00,15.00,25.00,20.00,5.00,20.00,8,7,8,9,5
264,13,0,2,11,9,274,1,0.14,0,24,3,30.00,10.00,20.00,20.00,10.00,10.00,1,6.00,7.00,8.00,8.00,9.00,8.00,6.00,6.00,2,26,6.00,2,1,3,1,6,2,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,3,15.00,15.00,25.00,20.00,5.00,20.00,8,7,8,9,5
264,13,0,2,11,1,275,0,0.40,1,21,2,25.00,10.00,25.00,5.00,10.00,25.00,1,5.00,8.00,7.00,7.00,5.00,6.00,5.00,7.00,2,26,6.00,2,1,3,1,6,2,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,3,15.00,15.00,25.00,20.00,5.00,20.00,8,7,8,9,5
264,13,0,2,11,14,276,0,0.57,1,26,2,24.00,16.00,28.00,14.00,8.00,10.00,1,8.00,9.00,6.00,8.00,5.00,7.00,9.00,8.00,2,26,6.00,2,1,3,1,6,2,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,3,15.00,15.00,25.00,20.00,5.00,20.00,8,7,8,9,5
264,13,0,2,11,15,277,0,0.48,1,25,2,60.00,20.00,0.00,20.00,0.00,0.00,0,6.00,6.00,7.00,7.00,,,6.00,3.00,2,26,6.00,2,1,3,1,6,2,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,3,15.00,15.00,25.00,20.00,5.00,20.00,8,7,8,9,5
264,13,0,2,11,8,278,0,0.57,1,32,2,25.00,15.00,20.00,25.00,10.00,5.00,0,3.00,5.00,7.00,5.00,5.00,2.00,5.00,4.00,2,26,6.00,2,1,3,1,6,2,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,3,15.00,15.00,25.00,20.00,5.00,20.00,8,7,8,9,5
264,13,0,2,11,10,279,1,0.73,1,25,2,27.00,15.00,28.00,10.00,10.00,10.00,1,7.00,7.00,9.00,7.00,6.00,6.00,6.00,5.00,2,26,6.00,2,1,3,1,6,2,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,3,15.00,15.00,25.00,20.00,5.00,20.00,8,7,8,9,5
264,13,0,2,11,21,280,1,0.54,1,25,2,25.00,20.00,30.00,15.00,5.00,5.00,1,7.00,7.00,7.00,8.00,7.00,7.00,8.00,5.00,1,26,6.00,2,1,3,1,6,2,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,3,15.00,15.00,25.00,20.00,5.00,20.00,8,7,8,9,5
264,13,0,2,11,19,281,0,0.31,1,27,2,20.00,20.00,20.00,15.00,5.00,20.00,1,5.00,4.00,6.00,3.00,3.00,2.00,4.00,1.00,2,26,6.00,2,1,3,1,6,2,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,3,15.00,15.00,25.00,20.00,5.00,20.00,8,7,8,9,5
264,13,0,2,11,18,282,1,-0.06,0,23,1,25.00,15.00,20.00,20.00,10.00,10.00,1,7.00,7.00,7.00,7.00,7.00,7.00,7.00,3.00,2,26,6.00,2,1,3,1,6,2,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,3,15.00,15.00,25.00,20.00,5.00,20.00,8,7,8,9,5
264,13,0,2,11,17,283,0,0.16,0,27,4,50.00,10.00,10.00,10.00,10.00,10.00,1,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,2,26,6.00,2,1,3,1,6,2,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,3,15.00,15.00,25.00,20.00,5.00,20.00,8,7,8,9,5
264,13,0,2,11,20,284,0,0.61,1,27,2,25.00,20.00,25.00,20.00,10.00,0.00,0,6.00,6.00,,4.00,,,6.00,3.00,,26,6.00,2,1,3,1,6,2,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,3,15.00,15.00,25.00,20.00,5.00,20.00,8,7,8,9,5
264,13,0,2,11,12,285,0,-0.19,0,24,6,20.00,20.00,25.00,25.00,5.00,5.00,1,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,2,26,6.00,2,1,3,1,6,2,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,3,15.00,15.00,25.00,20.00,5.00,20.00,8,7,8,9,5
264,13,0,2,11,2,286,0,0.22,1,22,2,10.00,15.00,25.00,15.00,15.00,20.00,0,8.00,,8.00,,,,5.00,3.00,2,26,6.00,2,1,3,1,6,2,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,3,15.00,15.00,25.00,20.00,5.00,20.00,8,7,8,9,5
264,13,0,2,11,3,287,0,0.10,0,22,4,35.00,40.00,5.00,5.00,7.00,8.00,1,8.00,8.00,8.00,8.00,7.00,10.00,9.00,8.00,2,26,6.00,2,1,3,1,6,2,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,3,15.00,15.00,25.00,20.00,5.00,20.00,8,7,8,9,5
264,13,0,2,11,4,288,0,0.38,1,27,2,20.00,20.00,15.00,25.00,10.00,10.00,0,3.00,4.00,5.00,3.00,3.00,5.00,4.00,3.00,2,26,6.00,2,1,3,1,6,2,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,3,15.00,15.00,25.00,20.00,5.00,20.00,8,7,8,9,5
264,13,0,2,11,5,289,0,0.32,0,28,4,20.00,30.00,10.00,20.00,0.00,20.00,1,8.00,8.00,5.00,5.00,6.00,7.00,7.00,4.00,2,26,6.00,2,1,3,1,6,2,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,3,15.00,15.00,25.00,20.00,5.00,20.00,8,7,8,9,5
264,13,0,2,11,13,290,0,0.41,1,34,2,30.00,10.00,30.00,10.00,5.00,15.00,0,3.00,5.00,7.00,5.00,7.00,4.00,3.00,2.00,2,26,6.00,2,1,3,1,6,2,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,3,15.00,15.00,25.00,20.00,5.00,20.00,8,7,8,9,5
264,13,0,2,11,6,291,0,0.40,0,27,4,20.00,20.00,15.00,15.00,12.00,18.00,1,5.00,8.00,7.00,6.00,6.00,6.00,5.00,5.00,2,26,6.00,2,1,3,1,6,2,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,3,15.00,15.00,25.00,20.00,5.00,20.00,8,7,8,9,5
264,13,0,2,11,16,292,0,0.41,0,28,1,20.00,18.00,20.00,17.00,10.00,15.00,1,6.00,10.00,10.00,7.00,7.00,4.00,7.00,7.00,2,26,6.00,2,1,3,1,6,2,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,3,15.00,15.00,25.00,20.00,5.00,20.00,8,7,8,9,5
264,13,0,2,11,11,293,0,0.05,0,28,3,23.00,18.00,21.00,18.00,10.00,10.00,0,5.00,6.00,7.00,6.00,6.00,3.00,5.00,5.00,2,26,6.00,2,1,3,1,6,2,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,3,15.00,15.00,25.00,20.00,5.00,20.00,8,7,8,9,5
265,14,0,2,11,11,273,0,0.23,1,29,2,30.00,25.00,18.00,18.00,4.00,5.00,0,5.00,7.00,9.00,4.00,8.00,9.00,7.00,4.00,2,32,1.00,2,3,3,4,5,2,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1,3,15.00,5.00,45.00,10.00,15.00,10.00,7,9,7,10,10
265,14,0,2,11,13,274,0,0.52,0,24,3,30.00,10.00,20.00,20.00,10.00,10.00,0,4.00,3.00,2.00,0.00,4.00,2.00,2.00,4.00,2,32,1.00,2,3,3,4,5,2,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1,3,15.00,5.00,45.00,10.00,15.00,10.00,7,9,7,10,10
265,14,0,2,11,5,275,0,0.24,1,21,2,25.00,10.00,25.00,5.00,10.00,25.00,1,6.00,6.00,7.00,4.00,5.00,7.00,6.00,5.00,2,32,1.00,2,3,3,4,5,2,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1,3,15.00,5.00,45.00,10.00,15.00,10.00,7,9,7,10,10
265,14,0,2,11,18,276,0,0.52,1,26,2,24.00,16.00,28.00,14.00,8.00,10.00,0,3.00,4.00,6.00,2.00,3.00,4.00,3.00,3.00,2,32,1.00,2,3,3,4,5,2,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1,3,15.00,5.00,45.00,10.00,15.00,10.00,7,9,7,10,10
265,14,0,2,11,19,277,0,0.24,1,25,2,60.00,20.00,0.00,20.00,0.00,0.00,0,5.00,8.00,7.00,5.00,9.00,3.00,6.00,2.00,2,32,1.00,2,3,3,4,5,2,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1,3,15.00,5.00,45.00,10.00,15.00,10.00,7,9,7,10,10
265,14,0,2,11,12,278,0,0.13,1,32,2,25.00,15.00,20.00,25.00,10.00,5.00,0,5.00,5.00,7.00,5.00,5.00,8.00,6.00,5.00,2,32,1.00,2,3,3,4,5,2,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1,3,15.00,5.00,45.00,10.00,15.00,10.00,7,9,7,10,10
265,14,0,2,11,14,279,0,0.13,1,25,2,27.00,15.00,28.00,10.00,10.00,10.00,0,6.00,7.00,9.00,3.00,4.00,3.00,6.00,4.00,2,32,1.00,2,3,3,4,5,2,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1,3,15.00,5.00,45.00,10.00,15.00,10.00,7,9,7,10,10
